"","X.1","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","a0_gen","h0_gen","q0_gen","HollingI_AIC","HollingII_AIC","HollingIII_AIC","Poly2_AIC","Poly3_AIC","N","FailHolI","FailHolII","FailHolIII","FailPol2","FailPol3","aI","aII","hII","aIII","hIII","qIII","hIIp","hIIIp","aIp","aIIp","aIIIp","qIIIp","a0_I","a0_II","h0_II","a0_III","h0_III","q0_III","qse","BestAIC","BestAICHolRECAL","BestAICHol","qcil","qciu","qIIIci","best.model.type","BestAIC_sec","BestAICRECAL","best.model.type.recal","CUTCONTEMP","CUTRESTEMP"
"81",1190,1391,39958,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",8.29,"Individual/(Individual * 1 day)",9.59e-05,"Curinus coeruleus (Mulsant 1850)","Heteropsylla cubana Crawford","Curinus coeruleus (Mulsant 1850) [adult]","Heteropsylla cubana Crawford [late instar]","active","surface","active","surface",1.58e-05,1.5e-07,"square meter",1376.475183,"individuals per arena",10,0.007264933,23,23,NA,"","no",NA,NA,NA,NA,NA,NA,0.78,"SE",7,"Curinus coeruleus (Mulsant)","adult","coccinellid beetle","2D","ectotherm","2D","Heteropsylla cubana Crawford","Late instar nymphs","Psyllid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.007264933,"square meter",1,"individuals per arena","","yes","wet mass","15.8","mg","original","wet mass",0.15,"mg","original","Dasilva P. G. K. S. Hagen and A. P. Gutierrez. 1992. FUNCTIONAL-RESPONSE OF CURINUS-COERULEUS (COL COCCINELLIDAE) TO HETEROPSYLLA-CUBANA (HOM PSYLLIDAE) ON ARTIFICIAL AND NATURAL SUBSTRATES. Entomophaga 37:555-564.","Table 1",NA,NA,NA,NA,NA,-116.050347966696,-120.572338474224,-120.831621935582,-122.702153607127,-129.66784266559,7,NA,NA,NA,NA,NA,6.63205357142857e-06,1.24801162983455e-05,837.28173415603,2.68196635293882e-06,1513.52317537778,0.550180252935598,0.023311932871083,0.0243232495121152,0.000670065469155304,0.00191873085353175,0.52614146643341,0.329823251898485,6.63205357142857e-06,0.196264981223058,2.08837121123666,0.167110707450391,1.63817243695805,0.819249164313078,0.496348929685471,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-0.442517606435344,1.54287811230654,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"82",1197,1398,39959,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",5,"Individual/(Individual * 1 day)",5.79e-05,"Curinus coeruleus (Mulsant 1850)","Heteropsylla cubana Crawford","Curinus coeruleus (Mulsant 1850) [adult]","Heteropsylla cubana Crawford [late instar]","active","surface","active","surface",1.58e-05,1.5e-07,"square meter",1376.475183,"individuals per arena",10,0.007264933,23,23,NA,"","no",NA,NA,NA,NA,NA,NA,0.93,"SE",7,"Curinus coeruleus (Mulsant)","adult","coccinellid beetle","2D","ectotherm","2D","Heteropsylla cubana Crawford","Late instar nymphs","Psyllid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.007264933,"square meter",1,"individuals per arena","","yes","wet mass","15.8","mg","original","wet mass",0.15,"mg","original","Dasilva P. G. K. S. Hagen and A. P. Gutierrez. 1992. FUNCTIONAL-RESPONSE OF CURINUS-COERULEUS (COL COCCINELLIDAE) TO HETEROPSYLLA-CUBANA (HOM PSYLLIDAE) ON ARTIFICIAL AND NATURAL SUBSTRATES. Entomophaga 37:555-564.","Table 1",NA,NA,NA,NA,NA,-118.643221695545,-118.681584281576,-116.692918833696,-116.693083825081,-114.942234019793,7,NA,NA,NA,NA,NA,6.065325e-06,6.44545952697437e-06,129.114371368392,5.4958283916499e-06,317.734142929443,0.0577962662543038,0.836190658054268,0.904739940945162,0.000427892039226814,0.00598174900622334,0.66538411800904,0.943862836441083,6.065325e-06,1.38065257618953,0.900682028990086,0.998995820656196,1.77973109316127,1.07587059680372,0.771263798662201,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.4847313310701,1.60032386357871,0,"Mechanistic","HollingI_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"83",1204,1405,39960,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.4428,"Individual/(Individual * 2 day)",2.56e-06,"Callinectes sapidus Rathbun 1896","Macoma balthica (Linnaeus 1758)","Callinectes sapidus Rathbun 1896 [adult]","Macoma balthica (Linnaeus 1758) [adult]","active","surface","sessile","surface",0.162014245,0.008433014,"square meter",1.067738351,"individuals per arena",1,0.936559036,26,26,NA,"","no",NA,NA,NA,NA,NA,NA,0.197,"SE",8,"Callinectes sapidus Rathbun","adult"," blue crab ","2D","ectotherm","2D","Macoma balthica","adult","Bivalve","ectotherm","Marine","Laboratory",172800,"seconds",172800,"seconds",0.936559036,"square meter",1,"individuals per arena","","yes","carapace width","150","mm","original","shell length",30,"mm","original","Eggleston D. B. R. N. Lipcius and A. H. Hines. 1992. DENSITY-DEPENDENT PREDATION BY BLUE CRABS UPON INFAUNAL CLAM SPECIES WITH CONTRASTING DISTRIBUTION AND ABUNDANCE PATTERNS. Marine Ecology-Progress Series 85:55-68.","Fig 3a",NA,NA,NA,NA,NA,-113.728955626049,-118.748859934475,-120.072623025351,-124.671651600144,-134.6386700019,6,NA,NA,NA,NA,NA,3.28928542591845e-06,7.74097284012941e-06,7020.39899483845,2.12806648834231e-06,11494.4206487033,0.859267306868286,0.0442109493877273,0.0165202084188465,0.00830078173438399,0.0317178273570143,0.478350822572902,0.336683514236322,3.28928542591845e-06,0.308707586545846,0.601225702966182,0.957540067585747,1.32309097711531,-1.09511589817703,0.753045092255624,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-0.646822877642962,2.36535749137953,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(25,40]","(25,40]"
"84",1210,1411,39961,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3817,"Individual/(Individual * 3 day)",1.47e-06,"Callinectes sapidus Rathbun 1896","Mya arenaria Linnaeus 1758","Callinectes sapidus Rathbun 1896 [adult]","Mya arenaria Linnaeus 1758 [adult]","active","surface","sessile","surface",0.129742626,0.0119,"square meter",5.555555556,"individuals per arena",2,0.36,25,25,NA,"","no",NA,NA,NA,NA,NA,NA,0.3584,"SE",5,"Callinectes sapidus Rathbun","adult"," blue crab ","2D","ectotherm","2D","Mya arenaria","adult","soft-shelled clam","ectotherm","Marine","Laboratory",259200,"seconds",172800,"seconds",0.36,"square meter",1,"individuals per arena","","yes","carapace width","135","mm","original","shell length",54,"mm","original","Lipcius R. N. and H. H. Anson. 1986. Variable Functional Responses of a Marine Predator in Dissimilar Homogeneous Microhabitats. Ecology 67:1361-1371.","Fig 1",NA,NA,NA,NA,NA,-127.752518239993,-132.759378682853,-145.093113915563,-134.83534982346,-134.722868591868,6,NA,NA,NA,NA,NA,5.18421610169491e-07,1.8591141713803e-06,35784.3466188263,8.68770150040325e-09,58409.4162585406,3.14458335726782,0.0311857580345627,0.000192587624015236,0.0383742054964751,0.0450728522005191,0.557448299253407,0.0327558905384722,5.18421610169491e-07,0.103773511019354,0.068090457053175,1.42037957010305,1.30953602811097,0.233173985034227,0.83499930662874,"HollingIII_AIC","HollingIII_AIC","HollingIII_AIC",1.47458474401034,4.8145819705253,3.14458335726782,"Mechanistic","Poly2_AIC","HollingIII_AIC","Mechanistic","(15,25]","(15,25]"
"85",1216,1417,39962,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.6158,"Individual/(Individual * 15 mins)",0.001795333,"Alosa pseudoharengus (Wilson 1811)","Artemia spp.","Alosa pseudoharengus (Wilson 1811) [juvenile]","Artemia spp. [adult]","active","sphere","active","sphere",1.22e-06,1e-08,"cubic meter",59046.3,"individuals per Liter",59.0463,0.001,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,0.2627,"SE",10,"Alosa pseudoharengus","Juvenile","Alewife","3D","ectotherm","3D","Artemia sp.","adult","Brine shrimp","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",0.001,"cubic meter",10,"individuals per arena","","yes","length","10","mm","original","wet mass",8.5e-06,"kg","database","Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.","Fig 1",NA,NA,NA,NA,NA,-63.1674340208578,-67.5291467549283,-65.5398459949173,-67.525916848983,-69.9287046525614,6,NA,NA,NA,NA,NA,1.2130210847937e-05,3.06317124960982e-05,60.0906710466342,2.65005665043649e-05,63.0185139751841,0.0313984218608031,0.00896903190509693,0.24773991349354,0.00211921218542722,0.004330464441719,0.65400821713322,0.947588523881142,1.2130210847937e-05,0.626940395511213,1.12731554005349,0.380586987540491,1.65624738262511,-1.08853978384286,0.439885537841567,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-0.848372653822331,0.911169497543937,0,"Phenomenological","HollingII_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"86",1222,1423,39963,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.2288,"Individual/(Individual * 15 mins)",0.001365333,"Coregonus hoyi (Milner 1874)","Artemia spp.","Coregonus hoyi (Milner 1874) [juvenile]","Artemia spp. [adult]","active","sphere","active","sphere",4.43e-06,1e-08,"cubic meter",21535.6,"individuals per Liter",21.5356,0.001,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,0.2122,"SE",10,"Coregonus hoyi","Juvenile","bloater","3D","ectotherm","3D","Artemia sp.","adult","Brine shrimp","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",0.001,"cubic meter",10,"individuals per arena","","yes","length","10","mm","original","wet mass",8.5e-06,"kg","database","Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.","Fig 1",NA,NA,NA,NA,NA,-92.6301095860681,-103.919430571193,-104.575861467015,-96.1643463937446,-96.6945271122176,10,NA,NA,NA,NA,NA,3.93103550665436e-06,0.000183208385973678,112.754889297428,5.44672592867846e-06,126.35648637225,0.924287636374382,2.47683073055662e-06,1.70370634179259e-06,0.114537075993318,0.0332981722608096,0.738823417269839,0.252267943000022,3.93103550665436e-06,0.43335357377755,1.03554608901047,0.399483533882206,0.650068427982844,-1.93657209072262,0.740806843724701,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-0.55732605107502,2.40590132382378,0,"Mechanistic","HollingII_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"87",1232,1438,39965,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.2607,"Individual/(Individual * 15 mins)",0.010289667,"Alosa pseudoharengus (Wilson 1811)","Artemia spp.","Alosa pseudoharengus (Wilson 1811) [juvenile]","Artemia spp. [adult]","active","sphere","active","sphere",1.68e-05,1e-08,"cubic meter",50426.1,"individuals per Liter",50.4261,0.001,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,5.1804,"SE",10,"Alosa pseudoharengus","Juvenile","Alewife","3D","ectotherm","3D","Artemia sp.","adult","Brine shrimp","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",0.001,"cubic meter",10,"individuals per arena","","yes","length","20","mm","original","wet mass",8.5e-06,"kg","database","Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.","Fig 1",NA,NA,NA,NA,NA,-19.1373778587396,-19.2682201370163,-17.8502061894681,-18.6452494648282,-17.1822102299345,9,NA,NA,NA,NA,NA,0.000270098610498739,0.00116596477011811,2.52429976432028,0.00954077464030163,0.382804958954348,-0.477322208822896,0.0315153141017241,0.957300408163261,0.00670342334575341,0.128586312664449,0.719985287616679,0.520362602347068,0.000270098610498739,2.87839557046201,0.640818942905405,0.766973681101189,1.18156250372023,-1.66256631631404,0.699329334080183,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.87598087698326,0.92133645933747,0,"Mechanistic","HollingI_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"88",1241,1447,39966,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",124.9527,"Individual/(Individual * 15 mins)",0.138836333,"Coregonus hoyi (Milner 1874)","Artemia spp.","Coregonus hoyi (Milner 1874) [juvenile]","Artemia spp. [adult]","active","sphere","active","sphere",1.83e-05,1e-08,"cubic meter",20917.2,"individuals per Liter",20.9172,0.001,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,6.8648,"SE",10,"Coregonus hoyi","Juvenile","bloater","3D","ectotherm","3D","Artemia sp.","adult","Brine shrimp","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",0.001,"cubic meter",10,"individuals per arena","","yes","length","20","mm","original","wet mass",8.5e-06,"kg","database","Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.","Fig 1",NA,NA,NA,NA,NA,-22.1242932279557,-27.8909486326322,-27.2195202948439,-21.9633925034135,-20.6053629642578,10,NA,NA,NA,NA,NA,0.000102260922185386,0.0159691549220657,3.14871277776035,0.000568028832148762,3.33802553101032,0.956483732704147,4.27112878709839e-06,8.83586098344496e-06,0.161881134498369,0.0345876496347199,0.80245041995521,0.419560893965654,0.000102260922185386,1.64321456613909,0.476158274378161,0.563386729522431,0.18258690796029,-0.122503576800227,1.11544629474635,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.27440885678855,3.18737632219685,0,"Mechanistic","HollingIII_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"89",1251,1481,39972,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",66.3643,"Individual/(Individual * 15 mins)",0.073738111,"Coregonus hoyi (Milner 1874)","Artemia spp.","Coregonus hoyi (Milner 1874) [juvenile]","Artemia spp. [adult]","active","sphere","active","sphere",0.000373057,1e-08,"cubic meter",844.4,"individuals per Liter",0.8444,0.001,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,34.098,"SE",10,"Coregonus hoyi","Juvenile","bloater","3D","ectotherm","3D","Artemia sp.","adult","Brine shrimp","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",0.001,"cubic meter",10,"individuals per arena","","yes","length","40","mm","original","wet mass",8.5e-06,"kg","database","Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.","Fig 1",NA,NA,NA,NA,NA,22.3075632196424,NA,NA,11.7431672125533,13.1387460103289,14,NA,1,1,NA,NA,0.00246588305151694,NA,NA,NA,NA,NA,NA,NA,0.00255767687400383,NA,NA,NA,0.00246588305151694,NA,NA,NA,NA,NA,NA,"Poly2_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(0,15]","(0,15]"
"90",1265,1495,39973,"new","Resource mass Consumption Rate","The mass of resource consumed by consumers per time",0.1835,"microgram (Carbon) / (individual * 1 hr)",6.957944365,"Daphnia pulicaria Forbes 1893","Scenedesmus acutus Meyen ????","Daphnia pulicaria Forbes 1893","Scenedesmus acutus Meyen ????","active","sphere","passive","sphere",7.98e-08,8.53e-13,"cubic meter",41292315124,"mg (Carbon) per liter",0.05,0.00025,20,20,NA,"","no",NA,NA,NA,NA,NA,NA,0.0399,"SD",7,"Daphnia pulicaria","Adult","Daphnia","3D","ectotherm","3D","Scenedesmus acutus Meyen","","Green alga","ectotherm","Freshwater","Laboratory",600,"seconds",NA,"",250,"milliliter",10,"individuals per arena","","yes","length","1.9","mm","original","cell volume",106.58,"cubic micrometer","pdf-alga_Carbon_Content","Rothhaupt K. O. and W. Lampert. 1992. GROWTH-RATE DEPENDENT FEEDING RATES IN DAPHNIA-PULICARIA AND BRACHIONUS-RUBENS - ADAPTATION TO INTERMEDIATE TIME-SCALE VARIATIONS IN FOOD ABUNDANCE. Journal of Plankton Research 14:737-751.","Fig 3",NA,NA,NA,NA,NA,54.0214898628184,NA,NA,49.9891841089249,42.3172773980734,6,NA,1,1,NA,NA,23.5726572158286,NA,NA,NA,NA,NA,NA,NA,0.132342943282576,NA,NA,NA,23.5726572158286,NA,NA,NA,NA,NA,NA,"Poly3_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"91",1271,1501,39974,"new","Mass-Specific Volume Consumption Rate","The biovolume of resource consumed per unit mass of consumer per time",212320000,"cubic micrometer (cell wet biovolume) / (gram (body mass - wet) * 1 hour)",195.1782574,"Pseudacris crucifer (Wied-Neuwied 1838)","Anabaena sphaerica","Pseudacris crucifer (Wied-Neuwied 1838) [larva]","Anabaena sphaerica","active","sphere","passive","sphere",0.00023,1.55e-11,"cubic meter",1.59e+11,"cubic micrometer (wet cell biovolume) per milliliter",11025000,NA,21,21,NA,"","",NA,NA,NA,NA,NA,NA,160190000,"SE",10,"Hyla crucifer","Tadpole stage 10-18","Spring Peeper","3D","ectotherm","3D","Anabaena sphaerica","","Alga","ectotherm","Freshwater","Laboratory",32400,"seconds",NA,"",NA,"",4,"Individuals per arena","","yes","wet mass","0.23","g","original paper","cell diameter",5.1,"micrometer","pdf","Seale D. B. and N. Beckvar. 1980. The Comparative Ability of Anuran Larvae (Genera: Hyla Bufo and Rana) to Ingest Suspended Blue-Green Algae. Copeia 1980:495-503.","Fig 1",NA,NA,NA,NA,NA,89.9014872361862,NA,NA,82.9919272955401,84.8562712143605,6,NA,1,1,NA,NA,3.94985098604994e-05,NA,NA,NA,NA,NA,NA,NA,0.048822734766075,NA,NA,NA,3.94985098604994e-05,NA,NA,NA,NA,NA,NA,"Poly2_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"92",1277,1507,39975,"new","Mass-Specific Volume Consumption Rate","The biovolume of resource consumed per unit mass of consumer per time",12888000,"cubic micrometer (cell wet biovolume) / (gram (body mass - wet) * 1 hour)",7.211510791,"Bufo fowleri Hinckley 1882","Anabaena sphaerica","Bufo fowleri Hinckley 1882 [larva]","Anabaena sphaerica","active","sphere","passive","sphere",0.00014,1.55e-11,"cubic meter",17653237410,"cubic micrometer (wet cell biovolume) per milliliter",1226900,NA,21,21,NA,"","",NA,NA,NA,NA,NA,NA,21522000,"SE",10,"Bufo woodhousei fowleri","Tadpole stage 10-18","Fowler's toad","3D","ectotherm","3D","Anabaena sphaerica","","Alga","ectotherm","Freshwater","Laboratory",32400,"seconds",NA,"",NA,"",4,"Individuals per arena","","yes","wet mass","0.14","g","original paper","cell diameter",5.1,"micrometer","pdf","Seale D. B. and N. Beckvar. 1980. The Comparative Ability of Anuran Larvae (Genera: Hyla Bufo and Rana) to Ingest Suspended Blue-Green Algae. Copeia 1980:495-503.","Fig 1",NA,NA,NA,NA,NA,86.5597528681771,NA,NA,78.1690160604508,68.3901874319701,6,NA,1,1,NA,NA,1.97093756231764e-05,NA,NA,NA,NA,NA,NA,NA,0.075019866383723,NA,NA,NA,1.97093756231764e-05,NA,NA,NA,NA,NA,NA,"Poly3_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"93",1283,1513,39976,"new","Mass-Specific Volume Consumption Rate","The biovolume of resource consumed per unit mass of consumer per time",810940,"cubic micrometer (cell wet biovolume) / (gram (body mass - wet) * 1 hour)",3.338402078,"Rana catesbeiana Shaw 1802","Anabaena sphaerica","Rana catesbeiana Shaw 1802 [larva]","Anabaena sphaerica","active","sphere","passive","sphere",0.00103,1.55e-11,"cubic meter",17674820144,"cubic micrometer (wet cell biovolume) per milliliter",1228400,NA,21,21,NA,"","",NA,NA,NA,NA,NA,NA,10397000,"SE",10,"Rana catesbeiana","Tadpole stage 10-18","North American bullfrog","3D","ectotherm","3D","Anabaena sphaerica","","Alga","ectotherm","Freshwater","Laboratory",32400,"seconds",NA,"",NA,"",4,"Individuals per arena","","yes","wet mass","1.03","g","original paper","cell diameter",5.1,"micrometer","pdf","Seale D. B. and N. Beckvar. 1980. The Comparative Ability of Anuran Larvae (Genera: Hyla Bufo and Rana) to Ingest Suspended Blue-Green Algae. Copeia 1980:495-503.","Fig 1",NA,NA,NA,NA,NA,120.091967679933,NA,NA,117.876834760148,108.717684719001,7,NA,1,1,NA,NA,4.48658837930299e-05,NA,NA,NA,NA,NA,NA,NA,0.177744871526716,NA,NA,NA,4.48658837930299e-05,NA,NA,NA,NA,NA,NA,"Poly3_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"94",1290,1520,39977,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",8.0288,"Individual/(Individual * 3 mins)",0.044604444,"Chalcalburnus chalcoides (Gldenstdt 1772)","Cyclops spp.","Chalcalburnus chalcoides (Gldenstdt 1772)","Cyclops spp.","active","sphere","active","sphere",0.003696181,3.37e-08,"cubic meter",2000,"individuals per Liter",2,0.02,20,20,NA,"","no",NA,NA,NA,NA,NA,NA,2.0317,"95%CI",10,"Chalcalburnus chalcoides mento (A.)","","Danube bleak","3D","ectotherm","3D","Cyclops spp.","adult","Cyclops","ectotherm","Freshwater","Laboratory",180,"seconds",86400,"seconds",20,"liter",1,"individuals per arena","","yes","length","84.5","mm","original","length",1.4,"mm","original","Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.","Fig 1",NA,NA,NA,NA,NA,-30.4441132425794,-36.5770903703302,-38.426549865759,-37.1351358880693,-37.8816141811905,7,NA,NA,NA,NA,NA,0.0145723845111266,0.0213448026319312,0.803524292026367,0.0109439423954543,1.69804304760494,0.393912247897084,0.0130776675582016,0.0119575455625926,3.42149584978577e-05,8.46582467497022e-05,0.0750272227452837,0.160396017037183,0.0145723845111266,0.128756332391606,0.764501543385185,1.30938301882094,0.883807395398061,1.75111829396337,0.228909602291633,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-0.063906956686182,0.85173145248035,0,"Mechanistic","Poly3_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
