"","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","Holling_AIC","Holling_gen_AIC","Poly_2_AIC","Poly_3_AIC","Holling_BIC","Holling_gen_BIC","Poly_2_BIC","Poly_3_BIC","BestAIC","BestBIC","q0"
"398",397,39856,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.6928,"individual / (5 individual * 24 hrs)",3.92e-06,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [juvenile]","Monoporeia affinis Lindstrm 1855 [juvenile]","active","surface","active","surface",0.000515,1.81e-06,"square meter",274.036,"Individuals per arena",54.8072,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.8979,"SE",6,"Saduria entomon (L.)","Juvenile","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Subadult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","0.515","grams","original","dry mass",0.755,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","0.925450461119288","0.438613635167858",-100.886682305319,-100.252416946375,-100.199404083461,-116.969258825041,-102.058368568016,-101.814665296639,-101.761652433724,-118.922069262871,NA,NA,"-4.1368757491"
"403",402,39857,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.9518,"individual / (5 individual * 24 hrs)",4.52e-06,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [adult]","Monoporeia affinis Lindstrm 1855 [juvenile]","active","surface","active","surface",0.001605,1.81e-06,"square meter",269.8265,"Individuals per arena",53.9653,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.7845,"SE",6,"Saduria entomon (L.)","Adult","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Subadult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","1.605","grams","original","dry mass",0.755,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","0.386027029034086","0.319902346371143",-107.345524234007,-100.003245856233,-107.459219833738,-115.235627042755,-108.517210496705,-101.565494206497,-109.021468184002,-117.188437480584,NA,NA,"-3.7763152946718"
"408",407,39858,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.284,"individual / (5 individual * 24 hrs)",5.29e-06,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [adult]","Monoporeia affinis Lindstrm 1855 [juvenile]","active","surface","active","surface",0.00455,1.81e-06,"square meter",268.665,"Individuals per arena",53.733,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.7097,"SE",6,"Saduria entomon (L.)","Adult","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Subadult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","4.55","grams","original","dry mass",0.755,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","0.826619504039981","0.717553362746421",-99.7760013537617,NA,-97.8834927579549,-97.2344407512056,-100.947687616459,NA,-99.4457411082185,-99.1872511890351,NA,NA,"3.64427571184933"
"413",412,39859,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3996,"individual / (5 individual * 24 hrs)",9.25e-07,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [juvenile]","Monoporeia affinis Lindstrm 1855 [adult]","active","surface","active","surface",8e-05,5.69e-06,"square meter",276.066,"Individuals per arena",55.2132,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.4483,"SE",6,"Saduria entomon (L.)","Juvenile","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Adult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","0.08","grams","original","dry mass",2.325,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","1.34868599306612","1.50477559668925",-125.682577610283,NA,-127.762429219919,-127.117274177252,-126.854263872981,NA,-129.324677570183,-129.070084615081,NA,NA,"4.98597994912416"
"418",417,39860,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.2812,"individual / (5 individual * 24 hrs)",5.28e-06,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [juvenile]","Monoporeia affinis Lindstrm 1855 [adult]","active","surface","active","surface",0.000515,5.69e-06,"square meter",277.153,"Individuals per arena",55.4306,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.8872,"SE",6,"Saduria entomon (L.)","Juvenile","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Adult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","0.515","grams","original","dry mass",2.325,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","1.1736621273925","0.40742231170981",-106.35529386677,-100.210014726842,-111.134173638939,-122.211093645501,-107.526980129468,-101.772263077105,-112.696421989203,-124.16390408333,NA,NA,"-3.4770261705853"
"423",422,39861,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.2212,"individual / (5 individual * 24 hrs)",5.14e-06,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [adult]","Monoporeia affinis Lindstrm 1855 [adult]","active","surface","active","surface",0.001605,5.69e-06,"square meter",274.516,"Individuals per arena",54.9032,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.9625,"SE",6,"Saduria entomon (L.)","Adult","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Adult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","1.605","grams","original","dry mass",2.325,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","0.464344985008903","0.565917240886235",-101.425126857282,-108.87609871122,-109.699487510224,-109.855746706071,-102.59681311998,-110.438347061483,-111.261735860488,-111.8085571439,NA,NA,"1.4838080518158"
"428",427,39862,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8497,"individual / (5 individual * 24 hrs)",1.97e-06,"Saduria entomon (Linnaeus 1758)","Monoporeia affinis Lindstrm 1855","Saduria entomon (Linnaeus 1758) [adult]","Monoporeia affinis Lindstrm 1855 [adult]","active","surface","active","surface",0.00455,5.69e-06,"square meter",278.1305,"Individuals per arena",55.6261,0.2,5.7,5.7,NA,"","No",NA,NA,NA,NA,NA,NA,0.3649,"SE",6,"Saduria entomon (L.)","Adult","Benthic isopod","2D","ectotherm","2D","Monoporeia affinis (Lindstrm)","Adult","Amphipod","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.2,"square meter",5,"Individuals per arena","0","Yes","wet mass","4.55","grams","original","dry mass",2.325,"milligrams","original","Aljetlawi A.A. E. Sparrevik and K. Leonardsson Prey-predator size-dependent functional response: derivation and rescaling to the real world. Journal of Animal Ecology 2004. 73(2): p. 239-252.","Fig 1","0.415749358911547","0.371126420634986",-111.858933712892,-106.235892620168,-111.051686912267,-117.801426176805,-113.03061997559,-107.798140970432,-112.61393526253,-119.754236614634,NA,NA,"-3.17393576260656"
"433",432,39863,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.4,"individual / (1 individual * 3 hrs)",0.00012963,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 1]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",1.1e-06,8.09e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.14,"SD",5,"Notonecta maculata","First instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","0.42485","milligrams","From Authors","Length",0.9,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.675443526430769","1.69817496589705",-70.2403861613866,-78.3084421084468,-73.8779895451904,-76.7612462983003,-71.4120724240843,-79.8706904587104,-75.440237895454,-78.7140567361298,NA,NA,"-4.77537433616817"
"438",437,39864,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4,"individual / (1 individual * 3 hrs)",0.00037037,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 2]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",2.7e-06,8.09e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.58113883,"SD",5,"Notonecta maculata","Second instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","1.0512","milligrams","From Authors","Length",0.9,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.115779505999734","0.662228316933327",-74.0773111491246,-50.8473275731925,-72.4465869580501,-84.8649485531938,-75.2489974118223,-52.4095759234561,-74.0088353083137,-86.8177589910233,NA,NA,"-2.85833878442645"
"443",442,39865,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.6,"individual / (1 individual * 3 hrs)",0.000148148,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 3]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",8.82e-06,8.09e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.892969449,"SD",5,"Notonecta maculata","Third instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","3.45255","milligrams","From Authors","Length",0.9,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.0989014256761202","0.699073207101825",-82.8864977280829,-83.942428162194,-85.2445127047958,-86.1416969798478,-84.0581839907806,-85.5046765124576,-86.8067610550594,-88.0945074176773,NA,NA,"-4.73804344655946"
"448",447,39866,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.6,"individual / (1 individual * 3 hrs)",0.000333333,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 4]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",2.16e-05,8.09e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.516575089,"SD",5,"Notonecta maculata","Fourth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","8.4923","milligrams","From Authors","Length",0.9,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.0650365595686609","0.0476951747485057",-73.1220945611085,-71.70456690995,-72.83124293426,-71.5886379350624,-74.2937808238062,-73.2668152602136,-74.3934912845236,-73.5414483728918,NA,NA,"-4.73961636191234"
"453",452,39867,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.2,"individual / (1 individual * 3 hrs)",0.000111111,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 5]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",5.84e-05,8.09e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.303840481,"SD",5,"Notonecta maculata","Fifth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","23.03375","milligrams","From Authors","Length",0.9,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.57509146902286","0.692782731355072",-82.9109193119987,-59.9468773054617,-80.7488797801682,-101.285901720934,-84.0826055746964,-61.5091256557253,-82.3111281304318,-103.238712158764,NA,NA,"-3.42403153190389"
"458",457,39868,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.25,"individual / (1 individual * 3 hrs)",0.000300926,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 1]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",1.1e-06,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.112372436,"SD",5,"Notonecta maculata","First instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","0.42485","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.841571523344361","1.07715799560831",-84.0843387736792,-64.7100949708638,-84.2872539011432,-82.4208354598013,-84.709060365995,-65.5430570939516,-85.120216024231,-83.4620381136611,NA,NA,"-3.31363242818043"
"464",463,39869,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",7.75,"individual / (1 individual * 3 hrs)",0.000717593,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 2]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",2.7e-06,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.5,"SD",5,"Notonecta maculata","Second instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","1.0512","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","3.06330763474763","1.59384476113395",-72.5769448090652,-50.0361926215291,-69.0371303902385,-72.2460312206338,-73.201666401381,-50.8691547446169,-69.8700925133263,-73.2872338744935,NA,NA,"-4.18521410552785"
"470",469,39870,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",6.666666667,"individual / (1 individual * 3 hrs)",0.000617284,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 4]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",2.16e-05,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,3.055050463,"SD",5,"Notonecta maculata","Fourth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","8.4923","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","0.569776184656833","0.204299523177201",-82.6139240105105,-52.6259080147869,-84.117946869627,-82.1691291202759,-83.2386456028263,-53.4588701378747,-84.9509089927147,-83.2103317741357,NA,NA,"-3.21186625631526"
"476",475,39871,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",8.6,"individual / (1 individual * 3 hrs)",0.000796296,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 5]","Daphnia magna Straus 1820","Sessile","sphere","active","sphere",5.84e-05,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.673320053,"SD",5,"Notonecta maculata","Fifth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","23.03375","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5","3.12502981323855","0.274780259073473",-68.1484220941686,-47.9007978199052,-64.8524330578981,-73.4146046689943,-68.7731436864844,-48.7337599429929,-65.6853951809859,-74.4558073228541,NA,NA,"-4.02489989064634"
